0	1.0 1.0
1 3 41 36	0.0438957475994513 0.14184397163120568
1 4 31	0.10256410256410256 0.05673758865248227
1 5 0	0.2810810810810811 0.46099290780141844
1 5 0 5	0.09905020352781546 0.28368794326241137
1 5 2 14	0.18134171907756813 0.3333333333333333
1 5 9	0.021413276231263382 0.06382978723404255
1 5 14 1	0.0076103500761035 0.03546099290780142
1 5 14 20	0.17987152034261242 0.16312056737588654
1 5 16 28	0.049312470365101946 0.24822695035460993
1 5 25 11	0.08702290076335878 0.20567375886524822
1 5 33 16	0.08059316569954868 0.2695035460992908
1 5 34	0.11809685641461343 0.3829787234042553
1 5 34 1	0.2140845070422535 0.4326241134751773
1 5 34 5	0.09373235460191982 0.3546099290780142
1 5 34 35	0.061145080600333516 0.24822695035460993
1 5 37	0.012170385395537525 0.0425531914893617
1 5 40 0	0.2169811320754717 0.05673758865248227
1 5 40 9	0.03759398496240601 0.12056737588652482
1 5 41 3	0.03413217138707335 0.15602836879432624
1 5 42 12	0.09777777777777778 0.12056737588652482
1 6 3	0.026515151515151516 0.0851063829787234
1 6 4 5	0.07993049522154648 0.19148936170212766
1 6 8	0.11195445920303605 0.2695035460992908
1 6 8 5	0.05726872246696035 0.24822695035460993
1 6 9 14	0.14144736842105263 0.5531914893617021
1 6 13	0.11604095563139932 0.1702127659574468
1 6 13 5	0.04009433962264151 0.16312056737588654
1 6 14	0.05929487179487179 0.19148936170212766
1 6 27	0.04667609618104668 0.1347517730496454
1 6 28 9	0.015834348355663823 0.04964539007092199
1 6 30 13	0.11663479923518165 0.2127659574468085
1 6 31 0	0.2191279887482419 0.574468085106383
1 6 31 34	0.08946058091286307 0.48936170212765956
1 6 32 41	0.0750135894183729 0.5177304964539007
1 6 33	0.17378048780487804 0.19858156028368795
1 6 35 38	0.051181102362204724 0.24822695035460993
1 6 37 14	0.1787709497206704 0.425531914893617
1 6 41	0.022964509394572025 0.10638297872340426
1 6 43	0.178743961352657 0.16312056737588654
1 7 1	0.23469387755102042 0.2127659574468085
1 7 3 3	0.08773500447627573 0.2198581560283688
1 7 4 33	0.21040189125295508 0.20567375886524822
1 7 17	0.05928853754940711 0.07092198581560284
1 7 27	0.008849557522123894 0.014184397163120567
1 7 28 8	0.07984790874524715 0.07092198581560284
1 7 33 3	0.07835820895522388 0.07801418439716312
1 7 35	0.07387387387387387 0.1347517730496454
1 8 14	0.20945945945945946 0.14893617021276595
1 8 15 41	0.05725190839694656 0.09929078014184398
1 8 21 0	0.26666666666666666 0.028368794326241134
1 8 31	0.05483028720626632 0.12056737588652482
1 9	0.05025125628140704 0.05673758865248227
1 9 11	0.12962962962962962 0.2765957446808511
1 9 16	0.0043541364296081275 0.0070921985815602835
1 9 18 20	0.2956521739130435 0.12056737588652482
1 9 26	0.03058103975535168 0.03546099290780142
1 9 26 30	0.131 0.2127659574468085
1 9 30	0.08731808731808732 0.18439716312056736
1 9 31 14	0.12542759407069556 0.3262411347517731
1 9 34	0.002028397565922921 0.014184397163120567
1 9 36	0.17058823529411765 0.09929078014184398
1 9 36 5	0.12962962962962962 0.1347517730496454
1 9 41 41	0.09583736689254599 0.5106382978723404
1 9 42	0.103125 0.16312056737588654
1 10 0	0.35789473684210527 0.18439716312056736
1 10 0 1	0.29365079365079366 0.14184397163120568
1 10 1 0	0.3116438356164384 0.2198581560283688
1 10 9	0.05 0.09929078014184398
1 10 27 14	0.23809523809523808 0.24822695035460993
1 11 0	0.2929936305732484 0.1773049645390071
1 11 2 41	0.09974747474747475 0.1773049645390071
1 11 5 37	0.09937888198757763 0.10638297872340426
1 11 9	0.04337050805452292 0.1702127659574468
1 11 9 1	0.15241280458671763 0.3971631205673759
1 11 12	0.09120521172638436 0.1276595744680851
1 11 16 18	0.15406162464985995 0.3049645390070922
1 11 25	0.06419753086419754 0.1347517730496454
1 11 36 25	0.07024029574861368 0.0851063829787234
1 11 37	0.06948640483383686 0.09929078014184398
1 11 39 45	0.15789473684210525 0.0851063829787234
1 11 43 14	0.20157068062827224 0.23404255319148937
1 11 44	0.136986301369863 0.06382978723404255
1 12 1	0.12686567164179105 0.1702127659574468
1 12 5	0.04810126582278481 0.0851063829787234
1 12 5 15	0.08333333333333333 0.0425531914893617
1 12 6 16	0.044107965766951945 0.2765957446808511
1 12 11	0.12280701754385964 0.1347517730496454
1 12 13 13	0.085 0.12056737588652482
1 12 16 31	0.05560791705937795 0.19858156028368795
1 12 36 1	0.16139240506329114 0.2127659574468085
1 12 41	0.010256410256410256 0.03546099290780142
1 12 41 16	0.04453196001211754 0.3900709219858156
1 13 3 25	0.08708414872798434 0.14184397163120568
1 13 14	0.11384615384615385 0.2907801418439716
1 13 14 5	0.06502890173410404 0.28368794326241137
1 13 18 25	0.0565262076053443 0.15602836879432624
1 13 34 13	0.11716171617161716 0.23404255319148937
1 13 37 18	0.174496644295302 0.11347517730496454
1 13 39 11	0.0971635485817743 0.3120567375886525
1 13 41	0.07674943566591422 0.2765957446808511
1 13 41 11	0.06663665015758667 0.3262411347517731
1 14 3	0.08620689655172414 0.0851063829787234
1 14 9 18	0.028925619834710745 0.10638297872340426
1 14 13	0.13807531380753138 0.24113475177304963
1 14 25 41	0.09061401136056262 0.48226950354609927
1 14 26 3	0.05333333333333334 0.15602836879432624
1 14 28	0.055944055944055944 0.07092198581560284
1 14 34 38	0.03832752613240418 0.07092198581560284
1 14 38	0.05221932114882506 0.19858156028368795
1 14 39 0	0.24463831334060343 0.524822695035461
1 14 45	0.23115577889447236 0.18439716312056736
1 15 0	0.1875 0.02127659574468085
1 16 2 40	0.05105105105105105 0.04964539007092199
1 16 3	0.052503052503052504 0.19858156028368795
1 16 7 16	0.04759284731774415 0.3191489361702128
1 16 8	0.06970509383378017 0.14184397163120568
1 16 13	0.11243611584327087 0.22695035460992907
1 16 14	0.007778738115816767 0.05673758865248227
1 16 15 8	0.0903387703889586 0.2553191489361702
1 16 15 43	0.17153996101364521 0.3049645390070922
1 16 18	0.16989247311827957 0.2765957446808511
1 16 18 1	0.23052959501557632 0.2624113475177305
1 16 19 14	0.17897727272727273 0.18439716312056736
1 16 20 30	0.13788300835654596 0.24113475177304963
1 16 26 43	0.16796875 0.1276595744680851
1 16 28	0.05733333333333333 0.19858156028368795
1 16 33 5	0.06932573599240266 0.19858156028368795
1 16 34 14	0.16279770877298763 0.5460992907801419
1 16 39	0.027742749054224466 0.0851063829787234
1 16 40 8	0.15722120658135283 0.24113475177304963
1 16 40 27	0.04056795131845842 0.07801418439716312
1 16 40 33	0.18611111111111112 0.18439716312056736
1 16 41 0	0.28138913624220835 0.6099290780141844
1 16 41 25	0.055050774986638164 0.23404255319148937
1 16 43	0.169921875 0.2695035460992908
1 16 43 1	0.1775793650793651 0.2765957446808511
1 16 43 5	0.10368663594470046 0.3404255319148936
1 17 0	0.1927710843373494 0.09219858156028368
1 18 14	0.2440944881889764 0.2907801418439716
1 18 16	0.05379746835443038 0.19858156028368795
1 18 25 28	0.054673721340388004 0.1276595744680851
1 18 28 12	0.10478359908883828 0.18439716312056736
1 18 31 30	0.11838440111420613 0.2127659574468085
1 18 38	0.006666666666666667 0.0070921985815602835
1 18 39	0.06982543640897755 0.14893617021276595
1 18 41	0.0670611439842209 0.18439716312056736
1 19	0.12162162162162163 0.11347517730496454
1 19 1	0.12041884816753927 0.2198581560283688
1 19 13 13	0.11952191235059761 0.14893617021276595
1 19 14 39	0.048507462686567165 0.24113475177304963
1 19 25 0	0.2852233676975945 0.4397163120567376
1 19 26	0.06126482213438735 0.09929078014184398
1 19 30	0.10096153846153846 0.19858156028368795
1 19 37 34	0.1091644204851752 0.19148936170212766
1 19 38 27	0.07792207792207792 0.09929078014184398
1 19 43 3	0.03862660944206009 0.05673758865248227
1 20 0 38	0.092 0.1276595744680851
1 20 1 41	0.11202185792349727 0.14893617021276595
1 20 14	0.19014084507042253 0.09219858156028368
1 20 16	0.07317073170731707 0.12056737588652482
1 20 30 41	0.10983981693363844 0.12056737588652482
1 20 36 31	0.08133971291866028 0.07092198581560284
1 20 41	0.11742424242424243 0.1276595744680851
1 25	0.07079646017699115 0.09219858156028368
1 25 1	0.09932279909706546 0.19858156028368795
1 25 5	0.05688622754491018 0.09219858156028368
1 25 6 14	0.1781021897810219 0.3900709219858156
1 25 11	0.11713286713286714 0.28368794326241137
1 25 14 16	0.044965786901270774 0.20567375886524822
1 25 16 16	0.08097312999273784 0.3971631205673759
1 25 18	0.0051813471502590676 0.0070921985815602835
1 25 30	0.07719298245614035 0.19858156028368795
1 25 33 8	0.08948863636363637 0.23404255319148937
1 25 34 9	0.04455051710421639 0.23404255319148937
1 25 34 44	0.11684782608695653 0.14893617021276595
1 25 36	0.14485981308411214 0.12056737588652482
1 25 40 1	0.25157232704402516 0.09929078014184398
1 25 42	0.10576923076923077 0.15602836879432624
1 26 0	0.46760895170789163 0.6666666666666666
1 26 0 26	0.08682565408659412 0.3191489361702128
1 26 1 0	0.24624487938097406 0.48226950354609927
1 26 3 31	0.11685912240184758 0.24822695035460993
1 26 4 14	0.15901814300960512 0.3191489361702128
1 26 7 35	0.0565979698554291 0.22695035460992907
1 26 9 11	0.15166548547129696 0.375886524822695
1 26 10 9	0.04623878536922015 0.19858156028368795
1 26 16 13	0.13813953488372094 0.3617021276595745
1 26 18 41	0.09452296819787986 0.2127659574468085
1 26 27 41	0.10484927916120576 0.41134751773049644
1 26 30 31	0.0028938906752411574 0.03546099290780142
1 26 34	0.11922596754057428 0.48226950354609927
1 26 36 9	0.07827260458839407 0.1276595744680851
1 26 37 30	0.07708420611646419 0.2765957446808511
1 26 38 41	0.08866183256427158 0.475177304964539
1 26 41	0.006289308176100629 0.03546099290780142
1 26 41 43	0.1272264631043257 0.41843971631205673
1 26 44 26	0.02979011509817197 0.1347517730496454
1 28 3 9	0.06093489148580968 0.11347517730496454
1 28 11 39	0.06352941176470588 0.11347517730496454
1 28 14	0.13541666666666666 0.19858156028368795
1 28 14 1	0.18095238095238095 0.2695035460992908
1 28 16	0.06585365853658537 0.1347517730496454
1 28 25 13	0.21608040201005024 0.11347517730496454
1 28 39 34	0.05555555555555555 0.16312056737588654
1 28 41	0.07627118644067797 0.18439716312056736
1 30	0.004651162790697674 0.0070921985815602835
1 30 0	0.2679738562091503 0.3049645390070922
1 30 3 14	0.14492753623188406 0.3333333333333333
1 30 9	0.03523489932885906 0.10638297872340426
1 30 10 0	0.4263565891472868 0.18439716312056736
1 30 11 34	0.13095238095238096 0.16312056737588654
1 30 12	0.06267806267806268 0.10638297872340426
1 30 19	0.15263157894736842 0.12056737588652482
1 30 25	0.04308390022675737 0.07801418439716312
1 30 30 0	0.2961672473867596 0.3262411347517731
1 30 34	0.17197452229299362 0.2765957446808511
1 30 38 13	0.011673151750972763 0.02127659574468085
1 30 38 14	0.17001545595054096 0.3120567375886525
1 33 1 14	0.18582375478927204 0.2765957446808511
1 33 4 0	0.323943661971831 0.24822695035460993
1 33 6 11	0.09682539682539683 0.2127659574468085
1 33 8 34	0.1452728670253651 0.3829787234042553
1 33 9 13	0.14209827357237717 0.3262411347517731
1 33 28 12	0.08286252354048965 0.15602836879432624
1 33 28 25	0.060109289617486336 0.0425531914893617
1 33 31	0.07011070110701106 0.22695035460992907
1 33 37 13	0.17758985200845667 0.2553191489361702
1 33 41	0.07037037037037037 0.20567375886524822
1 33 41 35	0.06314580941446613 0.15602836879432624
1 34	0.14960629921259844 0.2765957446808511
1 34 1	0.2737341772151899 0.40425531914893614
1 34 3 3	0.11796008869179601 0.3191489361702128
1 34 3 18	0.18380462724935734 0.24822695035460993
1 34 5	0.1018018018018018 0.3120567375886525
1 34 5 30	0.13051332229414422 0.45390070921985815
1 34 9 34	0.12368150844768039 0.5886524822695035
1 34 10 30	0.12450592885375494 0.24822695035460993
1 34 18 43	0.20346062052505967 0.425531914893617
1 34 26	0.11001642036124795 0.2198581560283688
1 34 26 1	0.19210977701543738 0.5035460992907801
1 34 28 3	0.11639221556886227 0.3617021276595745
1 34 28 43	0.24191968658178256 0.2765957446808511
1 34 30	0.14149947201689547 0.3191489361702128
1 34 35	0.08118081180811808 0.19858156028368795
1 34 43 18	0.1701834862385321 0.41843971631205673
1 36 0	0.1875 0.2765957446808511
1 36 0 30	0.15006002400960383 0.2553191489361702
1 36 5	0.01694915254237288 0.014184397163120567
1 36 9 1	0.1404494382022472 0.2695035460992908
1 36 11 19	0.14434523809523808 0.14893617021276595
1 36 26 0	0.4084084084084084 0.3262411347517731
1 36 34	0.11302681992337164 0.2695035460992908
1 36 37	0.08056872037914692 0.07092198581560284
1 36 40 12	0.21329639889196675 0.1702127659574468
1 37 2 27	0.039525691699604744 0.1276595744680851
1 37 5	0.05955334987593052 0.14184397163120568
1 37 11	0.06227106227106227 0.09929078014184398
1 37 30	0.040380047505938245 0.0851063829787234
1 37 37 0	0.2821270310192024 0.40425531914893614
1 38 2 34	0.12790697674418605 0.3404255319148936
1 38 6 1	0.1503823279524214 0.3546099290780142
1 38 6 30	0.1207897793263647 0.3404255319148936
1 38 10 31	0.05122950819672131 0.3333333333333333
1 38 11 16	0.06198573779484366 0.2978723404255319
1 38 13 0	0.27706516162134426 0.5319148936170213
1 38 13 19	0.12345679012345678 0.23404255319148937
1 38 14	0.2 0.41843971631205673
1 38 16	0.022267206477732792 0.10638297872340426
1 38 17 31	0.05238095238095238 0.03546099290780142
1 38 18 34	0.10102739726027397 0.20567375886524822
1 38 18 37	0.03346456692913386 0.07092198581560284
1 38 25 18	0.21052631578947367 0.22695035460992907
1 38 26 39	0.03615819209039548 0.11347517730496454
1 38 26 41	0.08428805237315876 0.4397163120567376
1 38 39	0.028530670470756064 0.12056737588652482
1 38 39 11	0.09157509157509157 0.24822695035460993
1 38 41	0.11307692307692307 0.3829787234042553
1 38 41 1	0.23684210526315788 0.48226950354609927
1 39 2 42	0.04878048780487805 0.0425531914893617
1 39 3	0.05672823218997362 0.19858156028368795
1 39 3 1	0.2670299727520436 0.3829787234042553
1 39 7 14	0.14956437560503388 0.40425531914893614
1 39 7 31	0.05063721325403568 0.3971631205673759
1 39 8	0.06938775510204082 0.1702127659574468
1 39 12 41	0.08031206975676916 0.3546099290780142
1 39 13	0.09508716323296355 0.2765957446808511
1 39 14	0.029530978575564564 0.2198581560283688
1 39 14 0	0.20950704225352113 0.5815602836879432
1 39 16	0.010732323232323232 0.10638297872340426
1 39 18	0.14689265536723164 0.2198581560283688
1 39 26 13	0.08951406649616368 0.2695035460992908
1 39 27	0.04294478527607362 0.10638297872340426
1 39 30 8	0.0481203007518797 0.1773049645390071
1 39 30 13	0.1709346991037132 0.3829787234042553
1 39 30 45	0.13861386138613863 0.15602836879432624
1 39 31 0	0.18948964123294593 0.5319148936170213
1 39 32 31	0.038461538461538464 0.24113475177304963
1 39 33	0.05732484076433121 0.1276595744680851
1 39 34 31	0.05394360441356763 0.41843971631205673
1 39 34 39	0.04130162703379224 0.28368794326241137
1 39 35 43	0.15625 0.2624113475177305
1 39 36 43	0.10033444816053512 0.15602836879432624
1 39 37 14	0.16774193548387098 0.3333333333333333
1 39 38	0.03718199608610567 0.1773049645390071
1 39 39 1	0.10786868160500261 0.2978723404255319
1 39 39 11	0.05292702485966319 0.1347517730496454
1 39 43	0.1691542288557214 0.24822695035460993
1 40 8 41	0.18604651162790697 0.06382978723404255
1 40 9 30	0.15639810426540285 0.07092198581560284
1 40 18 16	0.03355704697986577 0.02127659574468085
1 40 32	0.08620689655172414 0.03546099290780142
1 40 37	0.2 0.02127659574468085
1 40 40 34	0.07741935483870968 0.06382978723404255
1 41 0 14	0.17120622568093385 0.24822695035460993
1 41 1 39	0.030793650793650793 0.15602836879432624
1 41 8	0.06896551724137931 0.18439716312056736
1 41 8 17	0.03747870528109029 0.07092198581560284
1 41 9 41	0.09087253719340571 0.5319148936170213
1 41 13	0.17925925925925926 0.3262411347517731
1 41 13 26	0.05585980284775466 0.19148936170212766
1 41 14	0.016826923076923076 0.07092198581560284
1 41 18	0.1440677966101695 0.3120567375886525
1 41 20	0.1773049645390071 0.1347517730496454
1 41 29 27	0.036893203883495145 0.028368794326241134
1 41 31 0	0.2184962936816096 0.524822695035461
1 41 31 26	0.011450381679389313 0.1276595744680851
1 41 32 14	0.16689847009735745 0.475177304964539
1 41 34 16	0.05300434087274389 0.3546099290780142
1 41 39 9	0.043558282208588955 0.3049645390070922
1 41 39 34	0.10431965442764579 0.45390070921985815
1 41 41 9	0.0499092558983666 0.3404255319148936
1 41 41 19	0.12784588441331 0.1773049645390071
1 41 41 34	0.1152 0.48936170212765956
1 42 6 43	0.14736842105263157 0.07092198581560284
1 42 9	0.07663551401869159 0.1773049645390071
1 42 31 14	0.010479041916167664 0.05673758865248227
1 42 37	0.0763888888888889 0.06382978723404255
1 42 39 20	0.13559322033898305 0.0425531914893617
1 42 41 43	0.09137055837563451 0.09929078014184398
1 43 14	0.17647058823529413 0.18439716312056736
1 43 31	0.04659498207885305 0.07801418439716312
1 43 39	0.0741687979539642 0.19148936170212766
1 44	0.06818181818181818 0.06382978723404255
1 44 1	0.15202702702702703 0.19858156028368795
1 44 11	0.15486725663716813 0.12056737588652482
1 44 13 45	0.24870466321243523 0.14893617021276595
1 44 16 41	0.07077140835102619 0.3404255319148936
1 44 30	0.10891089108910891 0.1773049645390071
1 44 34 32	0.011615628299894404 0.0425531914893617
1 44 39 16	0.03667214012041598 0.23404255319148937
1 44 42	0.14084507042253522 0.1276595744680851
1 45 16	0.059748427672955975 0.11347517730496454
1 45 20 19	0.07575757575757576 0.10638297872340426
1 45 34 8	0.1 0.1347517730496454
1 45 41	0.08394160583941605 0.1276595744680851
2 0 15 3	0.06521739130434782 0.02127659574468085
2 0 18	0.10566037735849057 0.12056737588652482
2 0 25 41	0.12456964006259781 0.5390070921985816
2 0 28	0.06395348837209303 0.06382978723404255
2 0 28 26	0.05325443786982249 0.04964539007092199
2 0 39 12	0.027616279069767442 0.16312056737588654
2 1 0 43	0.1342434584755404 0.23404255319148937
2 1 5 41	0.13302034428794993 0.36879432624113473
2 1 7 14	0.03711340206185567 0.07801418439716312
2 1 13 0	0.329608938547486 0.3475177304964539
2 1 16	0.060556464811783964 0.1702127659574468
2 1 20 25	0.043243243243243246 0.0425531914893617
2 1 41	0.0985691573926868 0.2695035460992908
2 1 41 1	0.179719703215169 0.41134751773049644
2 2 0	0.4 0.36879432624113473
2 2 1 0	0.36363636363636365 0.375886524822695
2 2 6 13	0.11507936507936507 0.1276595744680851
2 2 14 45	0.21739130434782608 0.18439716312056736
2 2 31 18	0.1891891891891892 0.3546099290780142
2 2 32 30	0.24942440521872603 0.19148936170212766
2 2 34	0.1763085399449036 0.2695035460992908
2 3 0	0.18502202643171806 0.2127659574468085
2 3 9	0.078125 0.1276595744680851
2 3 12	0.07272727272727272 0.11347517730496454
2 3 25	0.056338028169014086 0.028368794326241134
